ListingID,SellerCity,SellerState,SellerZip,SellerListSrc,SellerRating,VehBodystyle,VehCertified,VehColorExt,VehColorInt,VehDriveTrain,VehEngine,VehFuel,VehHistory,VehListdays,VehMake,VehMileage,VehModel,VehPriceLabel,VehType,VehTransmission,VehYear,Vehicle_Trim,Dealer_Listing_Price
4568168,White Marsh,MD,21162,Digital Motorworks (DMi),2.3,SUV,FALSE,White,Black,4WD,3.6L V6 24V MPFI DOHC,Gasoline,"1 Owner, Accident(s) Reported, Buyback Protection Eligible",5.840520833,Jeep,22772,Grand Cherokee,Good Deal,Used,8-Speed Automatic,2015,Limited,25998
4568978,Sidney,OH,45365,My Dealer Center,4.6,SUV,FALSE,Diamond Black,Black,4X4,3.6L V6 Cylinder Engine,Gasoline,"1 Owner, Buyback Protection Eligible",313.7144676,Jeep,31000,Grand Cherokee,Great Deal,Used,,2017,Limited,29977
4569150,St. Louis,MO,63122,Five Star Certified Program,4.8,SUV,FALSE,Black,Black,,,Gasoline,"1 Owner, Buyback Protection Eligible",285.9740278,Jeep,14162,Grand Cherokee,Fair Price,Used,Automatic,2017,,36749
4569919,Marietta,GA,30060,Jeep Certified Program,4.6,SUV,TRUE,Diamond Black Crystal Pearlcoat,Black,4WD,Regular Unleaded V-6 3.6 L/220,Gasoline,"2 Owners, Accident(s) Reported, Non-Personal Use Reported, Buyback Protection Eligible",18.13741898,Jeep,37013,Grand Cherokee,Good Deal,Used,8-Speed Automatic w/OD,2018,Limited,27900
4570251,Toledo,OH,43617,Digital Motorworks (DMi),4,SUV,FALSE,Blue,Cirrus,FWD,3.6L V6 24V GDI DOHC,Gasoline,"1 Owner, Buyback Protection Eligible",65.41855324,Cadillac,11319,XT5,Good Deal,Used,8-Speed Automatic,2018,Premium Luxury,38589
4571397,Jamestown,NY,14701,Inventory Command Center,5,SUV,TRUE,Crystal White,jet black,FWD,3.6L V6 DI VVT,Gasoline,"1 Owner, Buyback Protection Eligible",244.3539583,Cadillac,38113,XT5,Good Deal,Used,8-Speed Automatic,2017,Premium Luxury,33993
4577077,Ames,IA,50010,Jeep Certified Program,4.8,SUV,TRUE,Granite Crystal Metallic Clearcoat,Black,4WD,Regular Unleaded V-6 3.6 L/220,Gasoline,"1 Owner, Buyback Protection Eligible",4.409733796,Jeep,11494,Grand Cherokee,Good Deal,Used,8-Speed Automatic w/OD,2018,Altitude,33500
4579102,Frederick,MD,21701,Digital Motorworks (DMi),4.8,SUV,FALSE,Brilliant Black Crystal Pearlcoat,Black / Dark Sienna Brown,4WD,5.7L V8 16V MPFI OHV,Gasoline,,0.995891204,Jeep,47535,Grand Cherokee,,Used,8-Speed Automatic,2015,High Altitude,29900
4581209,Rochester,NY,14626,Jeep Certified Program,5,SUV,TRUE,Diamond Black,Black,4WD,3.6L V6 24V MPFI DOHC,Gasoline,"1 Owner, Buyback Protection Eligible",92.98608796,Jeep,29362,Grand Cherokee,Good Deal,Used,8-Speed Automatic,2017,Laredo,25964
4583280,Fort Gratiot Twp,MI,48059,Digital Motorworks (DMi),4.1,SUV,FALSE,Black Forest Green Pearlcoat,Black,4WD,3.6L V6 24V MPFI DOHC Flexible Fuel,E85 Flex Fuel,"1 Owner, Buyback Protection Eligible",143.9278819,Jeep,28749,Grand Cherokee,Good Deal,Used,8-Speed Automatic,2015,Laredo,23785
4583825,Hamburg,NY,14075,Jeep Certified Program,3.8,SUV,TRUE,Brilliant Black Crystal Pearlcoat,black,4WD,5.7L V8 Multi Displacement VVT,Gasoline,"1 Owner, Buyback Protection Eligible",40.1774537,Jeep,39893,Grand Cherokee,Good Deal,Used,8-Speed Automatic,2015,Limited,28222
4588230,Palmyra,NJ,8065,Digital Motorworks (DMi),4.6,SUV,FALSE,Deep Amethyst Metallic,Jet Black,AWD,3.6L V6 24V GDI DOHC,Gasoline,"1 Owner, Non-Personal Use Reported, Buyback Protection Eligible",3.422118056,Cadillac,16889,XT5,Good Deal,Used,8-Speed Automatic,2018,Premium Luxury,42935
4589629,Battle Creek,MI,49037,Inventory Command Center,4.7,SUV,FALSE,Bright White Clearcoat,Black Cloth,4WD,3.6L V6,Gasoline,"0 Owners, Accident(s) Reported, Non-Personal Use Reported, Title Issue(s) Reported",47.7672338,Jeep,6,Grand Cherokee,Great Deal,Used,8-Speed Automatic,2018,Laredo E,28995
4589789,St Clair Shores,MI,48080,Inventory Command Center,4.6,SUV,TRUE,Stellar Black Metallic,jet black,FWD,3.6L V6 DI VVT,Gasoline,"1 Owner, Buyback Protection Eligible",74.93188657,Cadillac,23830,XT5,Good Deal,Used,8-Speed Automatic,2017,Luxury,32993
4590150,Aiken,SC,29801,Digital Motorworks (DMi),4.7,SUV,TRUE,Radiant Silver Metallic,Jet Black,FWD,3.6L V6 24V GDI DOHC,Gasoline,"1 Owner, Buyback Protection Eligible",46.21523148,Cadillac,12122,XT5,Good Deal,Used,8-Speed Automatic,2017,Premium Luxury,39875
4595113,Morganton,NC,28655,Digital Motorworks (DMi),5,SUV,FALSE,Granite Crystal,Black,4WD,5.7L V8 16V MPFI OHV,Gasoline,"0 Owners, Buyback Protection Eligible",49.83574074,Jeep,28777,Grand Cherokee,Fair Price,Used,8-Speed Automatic,2018,Limited,34700
4595334,Columbus,OH,43201,HomeNet Automotive,3.8,SUV,FALSE,Maximum Steel Metallic Clearcoat,Black,4WD,Regular Unleaded V-6 3.6 L/220,Gasoline,"1 Owner, Non-Personal Use Reported, Buyback Protection Eligible",29.53353009,Jeep,18422,Grand Cherokee,Good Deal,Used,8-Speed Automatic w/OD,2015,Limited,27830
4600239,Lawrenceville,GA,30046,Jeep Certified Program,4.8,SUV,TRUE,Red,,4WD,3.6L V6 24V MPFI DOHC,Gasoline,"1 Owner, Buyback Protection Eligible",27.49767361,Jeep,6856,Grand Cherokee,Good Deal,Used,8-Speed Automatic,2018,Altitude,33384
4600411,Bethesda,MD,20817,HomeNet Automotive,3.7,SUV,FALSE,Billet Silver Metallic Clearcoat,Lt Frost Beige/Black,4WD,Regular Unleaded V-6 3.6 L/220,Gasoline,"1 Owner, Buyback Protection Eligible",22.48479167,Jeep,46388,Grand Cherokee,Good Deal,Used,8-Speed Automatic w/OD,2015,Limited,24060
4600714,North Aurora,IL,60542,Inventory Command Center,3,SUV,FALSE,Black,Gray,4WD,3.6L V6 24V MPFI DOHC Flexible Fuel,Gasoline,"1 Owner, Buyback Protection Eligible",54.76489583,Jeep,28555,Grand Cherokee,Good Deal,Used,Automatic,2015,Laredo,25000
4601711,Frederick,MD,21704,Digital Motorworks (DMi),5,SUV,FALSE,Black,Black,,3.6L V6 24V MPFI DOHC,Gasoline,"1 Owner, Buyback Protection Eligible",6.8475,Jeep,22872,Grand Cherokee,Great Deal,Used,8-Speed Automatic,2016,Laredo,23998
4602592,Waverly,IA,50677,Digital Motorworks (DMi),5,SUV,FALSE,Red Passion Tintcoat,Shara Beige,AWD,3.6L V6 24V GDI DOHC,Gasoline,"1 Owner, Buyback Protection Eligible",35.211875,Cadillac,26965,XT5,Good Deal,Used,8-Speed Automatic,2017,Premium Luxury,40950
4603196,Columbus,OH,43219,Digital Motorworks (DMi),4.8,SUV,FALSE,Stellar Black Metallic,Jet Black,AWD,3.6L V6 24V GDI DOHC,Gasoline,"1 Owner, Accident(s) Reported, Non-Personal Use Reported, Buyback Protection Eligible",32.90091435,Cadillac,3514,XT5,Good Deal,Used,8-Speed Automatic,2019,Luxury,47995
4605252,Lake Orion,MI,48359,Digital Motorworks (DMi),4.7,SUV,FALSE,Diamond Black,Ski Gray,4WD,5.7L V8 16V MPFI OHV,Gasoline,"1 Owner, Non-Personal Use Reported, Buyback Protection Eligible",5.735150463,Jeep,15492,Grand Cherokee,Good Deal,Used,8-Speed Automatic,2018,Summit,47795
4605445,Rantoul,IL,61866,Digital Motorworks (DMi),4.9,SUV,FALSE,White,,4WD,3.6L V6 24V MPFI DOHC,Gasoline,"1 Owner, Non-Personal Use Reported, Buyback Protection Eligible",20.4862963,Jeep,13165,Grand Cherokee,Good Deal,Used,8-Speed Automatic,2018,Limited,32995
4610934,Lima,OH,45805,Digital Motorworks (DMi),4.9,SUV,FALSE,Granite Crystal Clearcoat Metallic,Black,4WD,3.6L V6 24V MPFI DOHC,Gasoline,"1 Owner, Buyback Protection Eligible",2.736736111,Jeep,30900,Grand Cherokee,Good Deal,Used,8-Speed Automatic,2016,Laredo,22997
4611812,Ashland,VA,23005,Digital Motorworks (DMi),4.9,SUV,FALSE,Granite Crystal Clearcoat Metallic,Black,4WD,3.6L V6 24V MPFI DOHC,Gasoline,"0 Owners, Buyback Protection Eligible",94.94451389,Jeep,10270,Grand Cherokee,Good Deal,Used,8-Speed Automatic,2017,Limited,29190
4612331,Marysville,OH,43040,Inventory Command Center,4.5,SUV,FALSE,True Blue Pearlcoat,Brown/Indigo Blue,4WD,3.6L V6 24V VVT,Gasoline,"1 Owner, Accident(s) Reported, Buyback Protection Eligible",20.90738426,Jeep,30572,Grand Cherokee,Good Deal,Used,8-Speed Automatic,2017,Overland,34256
4614062,Collierville,TN,38017,Inventory Command Center,3,SUV,FALSE,Burgundy,,4WD,3.6L V6 DOHC 24V,Gasoline,"1 Owner, Non-Personal Use Reported, Buyback Protection Eligible",300.0246412,Jeep,31702,Grand Cherokee,Fair Price,Used,,2017,Limited,30750
4617875,Butler,OH,44822,Digital Motorworks (DMi),4.3,SUV,FALSE,Granite Crystal Clearcoat Metallic,Black,4WD,3.6L V6 24V MPFI DOHC,Gasoline,"1 Owner, Non-Personal Use Reported, Buyback Protection Eligible",20.84296296,Jeep,19301,Grand Cherokee,Good Deal,Used,8-Speed Automatic,2018,Limited,34480
4620844,Little Rock,AR,72212,Digital Motorworks (DMi),5,SUV,TRUE,Red,,FWD,3.6L V6 24V GDI DOHC,Gasoline,"1 Owner, Buyback Protection Eligible",26.43681713,Cadillac,7269,XT5,Good Deal,Used,8-Speed Automatic,2017,Base,32994
4624119,Houston,TX,77079,Digital Motorworks (DMi),4.7,SUV,FALSE,Harbor Blue Metallic,Maple Sugar,AWD,3.6L V6 24V GDI DOHC,Gasoline,"1 Owner, Buyback Protection Eligible",74.87971065,Cadillac,18322,XT5,Fair Price,Used,8-Speed Automatic,2018,Platinum,44995
4624788,Culpeper,VA,22701,Jeep Certified Program,2.9,SUV,TRUE,Diamond Black,Black,4WD,3.6L V6 24V MPFI DOHC,Gasoline,"1 Owner, Buyback Protection Eligible",6.940833333,Jeep,6443,Grand Cherokee,Good Deal,Used,8-Speed Automatic,2018,Limited,33750
4625111,Las Vegas,NV,89117,HomeNet Automotive,4.3,SUV,FALSE,Stellar Black Metallic,Carbon Plum,FWD,Gas V6 3.6L/222.6,Gasoline,"1 Owner, Buyback Protection Eligible",14.73212963,Cadillac,7698,XT5,Good Deal,Used,8-Speed Automatic,2017,Luxury FWD,34973
4627972,Palmyra,NJ,8065,Digital Motorworks (DMi),4.6,SUV,FALSE,Dark Granite Metallic,Jet Black,AWD,3.6L V6 24V GDI DOHC,Gasoline,"1 Owner, Non-Personal Use Reported, Buyback Protection Eligible",89.38907407,Cadillac,17703,XT5,Good Deal,Used,8-Speed Automatic,2018,Luxury,40740
4628526,Matteson,IL,60443,Digital Motorworks (DMi),4.2,SUV,FALSE,Stellar Black Metallic,Jet Black,AWD,3.6L V6 24V GDI DOHC,Gasoline,"1 Owner, Title Issue(s) Reported",33.66270833,Cadillac,39439,XT5,Good Deal,Used,8-Speed Automatic,2017,Premium Luxury,31990
4630322,Pinckney,MI,48169,Digital Motorworks (DMi),2.9,SUV,FALSE,Bright White Clearcoat,Black / Dark Sienna Brown,4WD,3.6L V6 24V MPFI DOHC,Gasoline,"1 Owner, Buyback Protection Eligible",12.94748843,Jeep,32540,Grand Cherokee,Good Deal,Used,8-Speed Automatic,2015,Summit,30476
4636367,Milwaukee,WI,53223,Digital Motorworks (DMi),4.6,SUV,FALSE,Velvet Red Pearlcoat,Black,4WD,3.6L V6 24V MPFI DOHC,Gasoline,"0 Owners, Accident(s) Reported, Non-Personal Use Reported, Title Issue(s) Reported",583.9854051,Jeep,617,Grand Cherokee,Fair Price,Used,8-Speed Automatic,2017,Summit,48255
4637950,Pipestone,MN,56164,Digital Motorworks (DMi),5,SUV,FALSE,Harbor Blue Metallic,Jet Black,AWD,3.6L V6 24V GDI DOHC,Gasoline,"1 Owner, Non-Personal Use Reported, Buyback Protection Eligible",71.89960648,Cadillac,18275,XT5,Good Deal,Used,8-Speed Automatic,2018,Premium Luxury,39979
4638088,Colfax,WI,54730,Inventory Command Center,0,SUV,FALSE,White,,AWD,3.6L 6 cyl,Gasoline,"1 Owner, Non-Personal Use Reported, Buyback Protection Eligible",3.297303241,Cadillac,35835,XT5,Good Deal,Used,8-Speed A/T,2017,Premium Luxury,35900
4640320,Pompano Beach,FL,33064,Digital Motorworks (DMi),4.8,SUV,FALSE,Stellar Black Metallic,Jet Black,FWD,3.6L V6 24V GDI DOHC,Gasoline,"1 Owner, Non-Personal Use Reported, Buyback Protection Eligible",18.87482639,Cadillac,32799,XT5,Good Deal,Used,8-Speed Automatic,2018,Premium Luxury,33700
4641182,Woburn,MA,1801,Inventory Command Center,4.9,SUV,FALSE,Radiant Silver,Jet Black,AWD,3.6L V6 Cylinder Engine,Gasoline,"1 Owner, Non-Personal Use Reported, Buyback Protection Eligible",29.29872685,Cadillac,16053,XT5,Good Deal,Used,AUTOMATIC,2018,Premium Luxury,39340
4641474,Naperville,IL,60540,Digital Motorworks (DMi),4.5,SUV,FALSE,Brilliant Black Crystal Pearlcoat,Black,4WD,3.6L V6 24V MPFI DOHC,Gasoline,"1 Owner, Buyback Protection Eligible",16.98163194,Jeep,37187,Grand Cherokee,Good Deal,Used,8-Speed Automatic,2016,Limited,26442
4642349,Sauk City,WI,53583,Digital Motorworks (DMi),4.4,SUV,FALSE,Brilliant Black Crystal Pearlcoat,Black,4WD,3.6L V6 24V MPFI DOHC,Gasoline,"1 Owner, Buyback Protection Eligible",61.98071759,Jeep,25054,Grand Cherokee,Good Deal,Used,8-Speed Automatic,2015,Limited,25969
4643258,Midlothian,VA,23113,Digital Motorworks (DMi),4.9,SUV,FALSE,Bright White Clearcoat,Black,4WD,3.6L V6 24V MPFI DOHC,Gasoline,"1 Owner, Buyback Protection Eligible",32.49930556,Jeep,27661,Grand Cherokee,Good Deal,Used,8-Speed Automatic,2015,Limited,25500
4646848,Urbandale,IA,50322,Digital Motorworks (DMi),3,SUV,FALSE,Red,Black,4WD,3.6L V6 24V MPFI DOHC,Gasoline,"1 Owner, Buyback Protection Eligible",70.84034722,Jeep,27901,Grand Cherokee,Good Deal,Used,8-Speed Automatic,2015,Limited,23998
4647074,Raleigh,NC,27606,HomeNet Automotive,3.7,SUV,FALSE,Dark Granite Metallic,Jet Black,FWD,Gas V6 3.6L/222.6,Gasoline,"1 Owner, Non-Personal Use Reported, Buyback Protection Eligible",77.31405093,Cadillac,17536,XT5,Good Deal,Used,8-Speed Automatic,2018,Premium Luxury,35280
4647382,Jackson,MS,39201,HomeNet Automotive,3.7,SUV,FALSE,Stellar Black Metallic,Jet Black,FWD,Gas V6 3.6L/222.6,Gasoline,"1 Owner, Buyback Protection Eligible",82.49106481,Cadillac,11310,XT5,Good Deal,Used,8-Speed Automatic,2017,Premium Luxury FWD,36380
4648991,Glenview,IL,60025,Digital Motorworks (DMi),4.8,SUV,FALSE,Brilliant Black Crystal Pearlcoat,,4WD,3.6L V6 24V MPFI DOHC,Gasoline,"1 Owner, Buyback Protection Eligible",46.82836806,Jeep,29492,Grand Cherokee,Good Deal,Used,8-Speed Automatic,2015,Limited,25984
4651188,Cortland,OH,44410,Inventory Command Center,5,SUV,FALSE,Cashmere Pearl Coat,Black/Light Frost Beige,4WD,6 Cylinder,Gasoline,"1 Owner, Buyback Protection Eligible",33.09820602,Jeep,37056,Grand Cherokee,Good Deal,Used,8-Speed,2015,Limited,25500
4652719,Springfield,OH,45503,HomeNet Automotive,4.8,SUV,FALSE,Crystal White Tricoat,Maple Sugar,AWD,Gas V6 3.6L/222.6,Gasoline,"1 Owner, Buyback Protection Eligible",48.94674769,Cadillac,56667,XT5,Good Deal,Used,8-Speed Automatic,2017,Platinum AWD,34500
4655898,Ankeny,IA,50021,Jeep Certified Program,4.4,SUV,TRUE,Blue,,,,Gasoline,"1 Owner, Non-Personal Use Reported, Buyback Protection Eligible",6.960509259,Jeep,40320,Grand Cherokee,Good Deal,Used,Automatic,2017,,27984
4659484,Brentwood,TN,37027,Inventory Command Center,5,SUV,TRUE,Silver Coast,Sahara Beige,FWD,6 Cylinder,Gasoline,"1 Owner, Buyback Protection Eligible",112.4484028,Cadillac,45109,XT5,Good Deal,Used,Automatic,2017,Luxury,34900
4659569,Morris,IL,60450,Cadillac Certified Program,3.8,SUV,TRUE,Black,,ALL-WHEEL DRIVE,"Engine, 3.6L V6, DI, VVT, with Automatic Stop/Start (310 hp [231",Gasoline,"1 Owner, Accident(s) Reported, Non-Personal Use Reported, Buyback Protection Eligible",3.916759259,Cadillac,24008,XT5,Good Deal,Used,8-SPEED A/T,2018,,37900
4660282,Plano,IL,60545,Digital Motorworks (DMi),4.9,SUV,FALSE,Bright White Clearcoat,Black,4WD,3.6L V6 24V MPFI DOHC,Gasoline,"1 Owner, Non-Personal Use Reported, Buyback Protection Eligible",164.7251157,Jeep,28102,Grand Cherokee,Good Deal,Used,8-Speed Automatic,2018,Overland,35676
4661152,Cicero,NY,13039,Jeep Certified Program,4.1,SUV,TRUE,Deep Cherry Red Crystal Pearlcoat,Black,4WD,3.6L V6 24V VVT,Gasoline,"1 Owner, Buyback Protection Eligible",96.16545139,Jeep,38693,Grand Cherokee,Great Deal,Used,8-Speed Automatic,2015,Laredo,23300
4661581,Battle Creek,MI,49037,Inventory Command Center,4.7,SUV,FALSE,Granite Crystal Metallic Clearcoat,Beige Leather,4WD,3.6L V6,Gasoline,"1 Owner, Non-Personal Use Reported, Buyback Protection Eligible",48.76570602,Jeep,41944,Grand Cherokee,Good Deal,Used,8-Speed Automatic (850RE),2018,Limited,29999
4662393,Hudson,WI,54016,Jeep Certified Program,4.8,SUV,TRUE,Billet Silver Metallic Clearcoat,Black,4WD,3.6L V6 24V MPFI DOHC,Gasoline,"1 Owner, Non-Personal Use Reported, Buyback Protection Eligible",11.94393519,Jeep,16804,Grand Cherokee,Good Deal,Used,8-Speed Automatic,2018,Limited,34489
4662464,Roanoke,VA,24012,Digital Motorworks (DMi),4.5,SUV,FALSE,Diamond Black,Black,4WD,3.6L V6 24V MPFI DOHC,Gasoline,"1 Owner, Non-Personal Use Reported, Buyback Protection Eligible",39.09834491,Jeep,40741,Grand Cherokee,Good Deal,Used,8-Speed Automatic,2017,Laredo,25894
4663405,Fallston,MD,21047,Digital Motorworks (DMi),4.8,SUV,FALSE,Velvet Red Pearlcoat,Black,4WD,3.6L V6 24V MPFI DOHC,Gasoline,"2 Owners, Non-Personal Use Reported, Buyback Protection Eligible",72.48614583,Jeep,36568,Grand Cherokee,Great Deal,Used,8-Speed Automatic,2018,Laredo,24400
4663848,Columbus,OH,43219,Digital Motorworks (DMi),4.8,SUV,FALSE,Crystal White Tri-Coat,Jet Black,AWD,3.6L V6 24V GDI DOHC,Gasoline,"1 Owner, Non-Personal Use Reported, Buyback Protection Eligible",44.42630787,Cadillac,6752,XT5,Good Deal,Used,8-Speed Automatic,2019,Luxury,47995
4664459,Tampa,FL,33614,Digital Motorworks (DMi),4.3,SUV,FALSE,Crystal White,Shara Beige,FWD,3.6L V6 24V GDI DOHC,Gasoline,"1 Owner, Buyback Protection Eligible",24.92736111,Cadillac,13481,XT5,Good Deal,Used,8-Speed Automatic,2017,Premium Luxury,36591
4665713,Lynchburg,VA,24502,Digital Motorworks (DMi),4.1,SUV,FALSE,Bright White Clearcoat,Black,4WD,3.6L V6 24V MPFI DOHC,Gasoline,"1 Owner, Title Issue(s) Reported, Buyback Protection Eligible",95.96289352,Jeep,20032,Grand Cherokee,Good Deal,Used,8-Speed Automatic,2015,Limited,28815
4667603,Indianapolis,IN,46240,Inventory Command Center,4.5,SUV,FALSE,Bright White Clearcoat,,4WD,V6 Cylinder Engine 3.6L,Gasoline,"1 Owner, Non-Personal Use Reported, Buyback Protection Eligible",66.31552083,Jeep,23625,Grand Cherokee,Good Deal,Used,AUTOMATIC,2018,Limited,33982
4670892,Downers Grove,IL,60515,Digital Motorworks (DMi),4.6,SUV,FALSE,Bright White Clearcoat,Black,4WD,3.6L V6 24V MPFI DOHC,Gasoline,"1 Owner, Buyback Protection Eligible",41.97967593,Jeep,45182,Grand Cherokee,Fair Price,Used,8-Speed Automatic,2016,High Altitude,33891
4670929,Atlanta,GA,30303,HomeNet Automotive,4.3,SUV,FALSE,Velvet Red Pearlcoat,Black,4WD,Regular Unleaded V-6 3.6 L/220,Gasoline,,0.668020833,Jeep,23262,Grand Cherokee,,Used,8-Speed Automatic w/OD,2017,Summit,40980
4671306,Grapevine,TX,76051,Digital Motorworks (DMi),4.5,SUV,FALSE,Black Metallic,Shara Beige,FWD,3.6L V6 24V GDI DOHC,Gasoline,"1 Owner, Buyback Protection Eligible",18.91627315,Cadillac,17766,XT5,Good Deal,Used,8-Speed Automatic,2017,Premium Luxury,38000
4672550,Palmyra,NJ,8065,Digital Motorworks (DMi),4.6,SUV,FALSE,Dark Granite Metallic,Cirrus,FWD,3.6L V6 24V GDI DOHC,Gasoline,"1 Owner, Buyback Protection Eligible",3.422314815,Cadillac,37550,XT5,Good Deal,Used,8-Speed Automatic,2017,Luxury,32790
4674034,Indianapolis,IN,46219,Inventory Command Center,4.9,SUV,FALSE,True Blue Pearlcoat,Black,4WD,V6 Cylinder Engine 3.6L,Gasoline,"1 Owner, Non-Personal Use Reported, Buyback Protection Eligible",206.6262153,Jeep,24113,Grand Cherokee,Great Deal,Used,AUTOMATIC,2017,Limited,29988
4674258,Lone Tree,CO,80124,Inventory Command Center,4.5,SUV,TRUE,Radiant Silver Metallic,Jet Black,AWD,3.6L V6 DI VVT,Gasoline,"1 Owner, Non-Personal Use Reported, Buyback Protection Eligible",10.39851852,Cadillac,22798,XT5,Good Deal,Used,8-Speed Automatic,2018,Premium Luxury,39990
4676284,Denton,TX,76210,HomeNet Automotive,3.7,SUV,FALSE,Dark Granite Metallic,Jet Black,FWD,Gas V6 3.6L/222.6,Gasoline,"1 Owner, Non-Personal Use Reported, Buyback Protection Eligible",77.31175926,Cadillac,17536,XT5,Good Deal,Used,8-Speed Automatic,2018,Premium Luxury,35280
4676329,Port Clinton,OH,43452,Digital Motorworks (DMi),5,SUV,FALSE,Red,Jet Black,FWD,3.6L V6 24V GDI DOHC,Gasoline,"1 Owner, Accident(s) Reported, Buyback Protection Eligible",108.8721759,Cadillac,29621,XT5,Good Deal,Used,8-Speed Automatic,2017,Premium Luxury,32763
4679452,Kenosha,WI,53142,Digital Motorworks (DMi),2,SUV,FALSE,Red,Black,4WD,3.6L V6 24V MPFI DOHC,Gasoline,"1 Owner, Buyback Protection Eligible",10.84717593,Jeep,36240,Grand Cherokee,Good Deal,Used,8-Speed Automatic,2015,Limited,24998
4681212,Greenville,SC,29607,Jeep Certified Program,3.2,SUV,TRUE,Gray,,,,Gasoline,"1 Owner, Non-Personal Use Reported, Buyback Protection Eligible",146.9724074,Jeep,23444,Grand Cherokee,Good Deal,Used,Automatic,2018,,33950
4681557,Chandler,AZ,85286,HomeNet Automotive,3.9,SUV,TRUE,Radiant Silver Metallic,Sahara Beige,FWD,Gas V6 3.6L/222.6,Gasoline,"1 Owner, Non-Personal Use Reported, Buyback Protection Eligible",45.28518519,Cadillac,31529,XT5,Fair Price,Used,8-Speed Automatic,2018,Premium Luxury,43998
4681815,Bloomfield Hills,MI,48302,Jeep Certified Program,4.9,SUV,TRUE,Bright White Clearcoat,Black,4WD,3.6L V6 24V MPFI DOHC,Gasoline,"1 Owner, Buyback Protection Eligible",8.000844907,Jeep,26475,Grand Cherokee,Good Deal,Used,8-Speed Automatic,2017,Limited,29347
4682125,Macomb,MI,48042,Digital Motorworks (DMi),4,SUV,FALSE,White,Black,4WD,3.6L V6 24V MPFI DOHC,Gasoline,"1 Owner, Accident(s) Reported, Buyback Protection Eligible",40.9421875,Jeep,38062,Grand Cherokee,Good Deal,Used,8-Speed Automatic,2015,Limited,23500
4685264,McMurray,PA,15317,Inventory Command Center,5,SUV,TRUE,Stellar Black Metallic,Jet Black,AWD,6 Cylinder,Gasoline,"1 Owner, Non-Personal Use Reported, Buyback Protection Eligible",73.00613426,Cadillac,33939,XT5,Good Deal,Used,Automatic,2017,Premium Luxury,36995
4690126,Greer,SC,29651,HomeNet Automotive,3.7,SUV,FALSE,Bright White Clearcoat,Black,4WD,Regular Unleaded V-6 3.6 L/220,Gasoline,,62.46538194,Jeep,35164,Grand Cherokee,Good Deal,Used,Automatic,2015,Limited,24710
4693509,Libertyville,IL,60048,Cadillac Certified Program,3.7,SUV,TRUE,Gray,,,,Gasoline,"1 Owner, Buyback Protection Eligible",44.92416667,Cadillac,9455,XT5,Good Deal,Used,,2018,,53500
4693791,Sanford,FL,32771,HomeNet Automotive,3.7,SUV,FALSE,Stellar Black Metallic,Jet Black,FWD,Gas V6 3.6L/222.6,Gasoline,"1 Owner, Buyback Protection Eligible",82.49118056,Cadillac,11310,XT5,Good Deal,Used,8-Speed Automatic,2017,Premium Luxury FWD,36380
4693835,Lexington Park,MD,20653,HomeNet Automotive,3.7,SUV,FALSE,Billet Silver Metallic Clearcoat,Black,4WD,Regular Unleaded V-6 3.6 L/220,Gasoline,"2 Owners, Non-Personal Use Reported, Buyback Protection Eligible",11.19392361,Jeep,48355,Grand Cherokee,Good Deal,Used,8-Speed Automatic w/OD,2015,Limited,25500
4694791,Little Rock,AR,72210,Digital Motorworks (DMi),0,SUV,FALSE,Radiant Silver Metallic,Jet Black,AWD,3.6L V6 24V GDI DOHC,Gasoline,"1 Owner, Non-Personal Use Reported, Buyback Protection Eligible",76.4330787,Cadillac,26227,XT5,Good Deal,Used,8-Speed Automatic,2017,Luxury,32638
4695848,Petersburg,IL,62675,Inventory Command Center,0,SUV,FALSE,Bright White Clearcoat,Black,4WD,3.6L V6 GAS,Gasoline,"1 Owner, Non-Personal Use Reported, Buyback Protection Eligible",43.32438657,Jeep,12953,Grand Cherokee,Good Deal,Used,Automatic,2018,Sterling Edition,36155
4697012,Oak Lawn,IL,60453,Jeep Certified Program,4.2,SUV,TRUE,Diamond Black,Black,4WD,5.7L V8 16V MPFI OHV,Gasoline,"1 Owner, Buyback Protection Eligible",104.9803009,Jeep,18113,Grand Cherokee,Good Deal,Used,8-Speed Automatic,2018,Summit,40995
4699309,Skokie,IL,60077,Inventory Command Center,3.9,SUV,FALSE,White,,4WD,3.6L V6 24V VVT,Gasoline,"1 Owner, Buyback Protection Eligible",20.1759838,Jeep,20104,Grand Cherokee,Good Deal,Used,8-Speed Automatic,2017,Overland,34500
4700081,Warren,MI,48093,Digital Motorworks (DMi),4.9,SUV,TRUE,Radiant Silver Metallic,Jet Black,AWD,3.6L V6 24V GDI DOHC,Gasoline,"1 Owner, Non-Personal Use Reported, Buyback Protection Eligible",81.34704861,Cadillac,18184,XT5,Good Deal,Used,8-Speed Automatic,2018,Luxury,36999
4701673,Lancaster,PA,17601,Digital Motorworks (DMi),3.5,SUV,FALSE,Blue,Black,4WD,3.6L V6 24V MPFI DOHC,Gasoline,,0.737962963,Jeep,21004,Grand Cherokee,,Used,8-Speed Automatic,2015,Limited,26998
